曲名,再生数,MV再生,サブスク再生,MVリンク,サムネ用リンク,プレイリスト用サムネ,公開日,歌唱,作詞,作曲,編曲,ユニット,MV公開,本人の作詞/作曲,有観客ライブ披露済み,オンラインライブ等で披露済,メモ1,3D映像公開,3Dリンク,3Dリンク2,3Dリンク3,メモ2,独特なコーレス,BPM,Shortsリンク,サブスクリンク,その他リンク,その他2,説明,メモ3,疾走感,しっとり・チル,盛り上がる,熱い・パワフル,ワイルド・攻撃的,明るい・ハッピー,可愛い・ポップな,爽やか,透明感,セクシー・色気がある,クール・かっこいい,オシャレ・スタイリッシュ,シリアス・ダーク,壮大・ドラマチック,切ない・ノスタルジック,温かい・優しい,エモーショナル,クセが強い・ユニーク,個数,25↑,最大値,平均,確認用
ガム,210,,,https://youtu.be/ImDL9Xg8POE?si=DLfPiXjlYBndIMXi,https://youtu.be/ImDL9Xg8POE?si=DLfPiXjlYBndIMXi,,2025/01/30,ROF-MAO,川谷絵音,川谷絵音,川谷絵音,ROF-MAO,TRUE,FALSE,TRUE,,,TRUE,,https://www.youtube.com/live/JZ3sYu1WDC8?si=ngsgS2HTF4G3YuIH&t=2450,,,FALSE,122,,https://rof-mao.lnk.to/momentum,https://youtu.be/_8YV_AiT5Xo?si=yRREx6r4oGhi1Bgx,,,,,10,,,,,,,,10,22.5,22.5,15,,,,10,10,7,0,22.5,14.28571429,100
【Cover】シュガーソングとビターステップ,,,,https://youtu.be/4UnZzeDVkHQ?si=PJWx8yUwCpHtpsOJ,https://youtu.be/4UnZzeDVkHQ?si=PJWx8yUwCpHtpsOJ,,2025/02/09,VΔLZ,UNISON SQUARE GARDEN,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,https://youtu.be/-Ouxwn0Te2c?si=8ZUJMbaTwxYpmcqy,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
Arc goes oN Live ver「OVERTURE」,,,,,https://youtu.be/O7wLpNf7k-o?si=ep-JrdONsNUzKPPj,,2025/02/24,える、アルス・アルマル、星川サラ、甲斐田晴、ローレン・イロアス、レオス・ヴィンセント、風楽奏斗、ソフィア・ヴァレンタイン,烏屋茶房,篠崎あやと,篠崎あやと,全体曲,FALSE,FALSE,TRUE,,,FALSE,,,,,FALSE,95,,https://nex-tone.link/A00185620,,,「にじさんじ7周年」をテーマとした、盛り上がりやエモさを感じられる楽曲のライブ音源。,えにまが,5,,30,,,25,,,,,,,,10,,,30,,5,3,30,20,100
布袋尊,788,,,https://youtu.be/vNdZpp7GiuM?si=0mvFlVbAtPQXIvVA,https://youtu.be/vNdZpp7GiuM?si=0mvFlVbAtPQXIvVA,,2025/03/13,ROF-MAO,ケンモチヒデフミ,ケンモチヒデフミ,ケンモチヒデフミ,ROF-MAO,TRUE,FALSE,TRUE,,,FALSE,,,,,FALSE,147,,https://rof-mao.lnk.to/momentum,https://youtu.be/GROlz6d8iMI?si=t1Ho0R8VQ8M2041S,,,,10,,,,,40,12.5,,,,12.5,,,,,,,25,5,2,40,20,100
今日みたいに,67,,,,https://youtu.be/CDRpYkulVHE?si=ZJ5q52lQdQ9yENzF,,2025/03/26,ROF-MAO,内澤崇仁（androp）,内澤崇仁（androp）,内澤崇仁（androp）,ROF-MAO,FALSE,FALSE,TRUE,,,FALSE,,,,,FALSE,122,,https://rof-mao.lnk.to/momentum,https://youtu.be/pXRkAXNaZkg?si=Da7vi0eEVJh1wOa8,,,,,30,,5,,,,5,,,,,,10,5,20,25,,7,2,30,14.28571429,100
Refresh.exe,65,,,,https://youtu.be/tVNREc5xTfE?si=7AajDMgslZ0bP8uN,,2025/03/26,ROF-MAO,熊木幸丸（Lucky Kilimanjaro）,熊木幸丸（Lucky Kilimanjaro）,熊木幸丸（Lucky Kilimanjaro）,ROF-MAO,FALSE,FALSE,TRUE,,,FALSE,,,,,FALSE,135,,https://rof-mao.lnk.to/momentum,https://youtu.be/QelvAQDDCOI?si=YpQuJE3zDwusABp6,,,,,25,,,,25,,25,,,,,,,,15,10,,5,3,25,20,100
AGATTA,,,,https://youtu.be/1i_5ncyNYLg?si=uCRkxdv2Nea7bUE8,https://youtu.be/1i_5ncyNYLg?si=uCRkxdv2Nea7bUE8,,2025/03/26,ROF-MAO,OHTORA,OHTORA、 maeshima soshi,maeshima soshi,ROF-MAO,TRUE,FALSE,TRUE,,,TRUE,https://youtu.be/VeKhwFmGZuk?si=05VMss5kf5o2KDwu,,,,FALSE,150,,https://rof-mao.lnk.to/momentum,https://x.com/ROF_MAO/status/1942162035284049950,https://youtu.be/PQe9hoVv-lc?si=o_A6WIEuk37Qpbxl,,,10,,25,10,,15,,25,,,15,,,,,,,,6,2,25,16.66666667,100
勝利の歌～最強無敵ナンバーワン～,,,,https://youtu.be/qmaKpkE1aVA?si=KIQSDblK-mtJ9-G2,https://youtu.be/qmaKpkE1aVA?si=KIQSDblK-mtJ9-G2,,2025/03/26,ROF-MAO,綾小路翔,綾小路翔,木内 健,ROF-MAO,TRUE,FALSE,TRUE,FALSE,,TRUE,,https://www.youtube.com/live/JZ3sYu1WDC8?si=zDcqcalZJSKJPeUe&t=3454,,,FALSE,152,,https://rof-mao.lnk.to/momentum,https://youtu.be/o61ZNhWWA3A?si=-CzILWBsmDLwS4Bn,,,,10,,30,25,,10,,,,,,,,,,,,25,5,3,30,20,100
浮世の演舞[Re:vision],45,,,,https://youtu.be/z55LIzKpeWk?si=zvfB-kUt4Sm20GDl,,2025/04/02,VΔLZ,VΔLZ,弦月藤士郎,弦月藤士郎,VΔLZ,FALSE,TRUE,FALSE,,,TRUE,,https://www.youtube.com/live/qdQtHY34W08?si=lTzLyi-sHn1ASwX8&t=2940,,5周年,FALSE,128,,https://nex-tone.link/A00181087,,,VΔLZの初オリジナル楽曲「浮世の演舞」をアレンジ・アップデート。,,,,,10,,,,,,,30,25,25,10,,,,,5,3,30,20,100
【Cover】青いベンチ（弾き語り風）,47,,,https://youtu.be/U8RbOjfXv2g?si=Igr58DMLCaJytDWl,https://youtu.be/U8RbOjfXv2g?si=Igr58DMLCaJytDWl,,2025/04/03,甲斐田晴,サスケ,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
始まりの理由を,33,,,https://youtu.be/w9IoVoN6UEI?si=hzYYLi9suW2MiBU8,https://youtu.be/w9IoVoN6UEI?si=hzYYLi9suW2MiBU8,,2025/04/04,甲斐田晴,白神真志朗,白神真志朗,白神真志朗,個人(ソロ),TRUE,FALSE,FALSE,,,TRUE,,https://youtu.be/tG6h83PreFk?si=bWsAZ9411maEic_d&t=822,,MAGIC3D,FALSE,192,,https://linkco.re/CS6MN2F7,,,,,,,,35,,,,15,,,10,,,,,5,35,,5,2,35,20,100
【Cover】さよならエレジー（弾き語り風）,44,,,https://youtu.be/HE9gDi9UWaM?si=65OAoismz1SkL-Ya,https://youtu.be/HE9gDi9UWaM?si=65OAoismz1SkL-Ya,,2025/04/06,甲斐田晴,菅田将暉,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】ユニバース,35,,,https://youtu.be/rsjbqshqpg4?si=uRQhPHx6j1tvmPyP,https://youtu.be/rsjbqshqpg4?si=uRQhPHx6j1tvmPyP,,2025/04/12,甲斐田晴,夏代孝明,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】お気に召すまま,249,,,https://youtu.be/AURrkm0ZgLc?si=1e5MFbl37mUJwQ4V,https://youtu.be/AURrkm0ZgLc?si=1e5MFbl37mUJwQ4V,,2025/04/16,にじさんじ研究者組（アンジュ・カトリーナ、葉加瀬冬雪、甲斐田晴、レオス・ヴィンセント）,Eve,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】Bunny Girl,121,,,https://youtu.be/R3Mm1R9-O3c?si=9_D4nLxmpsJw4ScC,https://youtu.be/R3Mm1R9-O3c?si=9_D4nLxmpsJw4ScC,,2025/04/20,甲斐田晴,AKASAKI,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】鬼ノ宴（弾き語り風）,66,,,https://youtu.be/fzBqbPJsFTo?si=C926EZbYt8OOgPWz,https://youtu.be/fzBqbPJsFTo?si=C926EZbYt8OOgPWz,,2025/04/22,甲斐田晴,友成空,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
古傷マーモット,41,,,https://youtu.be/ZOZBpyC90Kw?si=HuTRxdovQYxt4tmw,https://youtu.be/ZOZBpyC90Kw?si=HuTRxdovQYxt4tmw,,2025/04/24,甲斐田晴,加賀美ハヤト、剣持刀也、不破湊,甲斐田晴,-,ROF-MAO,TRUE,TRUE,TRUE,FALSE,,FALSE,,,,,FALSE,100,,,https://youtu.be/y8P2TdDPekk?si=SOiAbe6pH-fSb1Rk,,,,,12.5,,,,,,,,,,,,12.5,25,,,20,4,1,25,17.5,70
【Cover】ダーリン,124,,,https://youtu.be/hHg-wbXnvz0?si=sZtmyyD8AnIgoY1-,https://youtu.be/hHg-wbXnvz0?si=sZtmyyD8AnIgoY1-,,2025/04/27,甲斐田晴,須田景凪,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】モエチャッカファイア,95,,,https://youtu.be/AgyvyJutDaM?si=Keog7_51dzTmMSuA,https://youtu.be/AgyvyJutDaM?si=Keog7_51dzTmMSuA,,2025/04/30,甲斐田晴,弌誠,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】カタオモイ（弾き語り風）,64,,,https://youtu.be/DxJ9DG0J5Cw?si=PtouxBeU8RwP4Xqn,https://youtu.be/DxJ9DG0J5Cw?si=PtouxBeU8RwP4Xqn,,2025/05/04,甲斐田晴,Aimer,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】テトリス,55,,,https://youtu.be/d0J-yrrsLoM?si=3KzHeD3J4ulresax,https://youtu.be/d0J-yrrsLoM?si=3KzHeD3J4ulresax,,2025/05/11,甲斐田晴,柊マグネタイト,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】怪獣（弾き語り風）,26,,,https://youtu.be/LmvOLnfa2Hk?si=0UlqJByye3ECkWAz,https://youtu.be/LmvOLnfa2Hk?si=0UlqJByye3ECkWAz,,2025/05/13,甲斐田晴,サカナクション,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】ロウワー,63,,,https://youtu.be/tiZ_8YkbEvA?si=jOQ02pnZgZmvzPPR,https://youtu.be/tiZ_8YkbEvA?si=jOQ02pnZgZmvzPPR,,2025/05/25,甲斐田晴,ぬゆり,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】モノクロのキス,88,,,https://youtu.be/7kgXgPed65s?si=JBu7Rh_mozzRUAED,https://youtu.be/7kgXgPed65s?si=JBu7Rh_mozzRUAED,,2025/05/31,VΔLZ,シド,-,-,歌ってみた,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
謳え正直者,0,,,,https://www.youtube.com/live/wPndiDopajo?si=e9zZ64awRT9HUW3v&t=3835,,2025/06/12,甲斐田晴,甲斐田晴 feat.リスナー,甲斐田晴,-,その他,FALSE,TRUE,FALSE,FALSE,,FALSE,,,,,FALSE,116,,,https://www.youtube.com/live/wPndiDopajo?si=e9zZ64awRT9HUW3v&t=3835,,,,,5,,,,10,,,,,,,,,,,5,15,4,0,15,8.75,35
魔法について,12,,,,https://youtu.be/RJ4pxNu2Di8?si=Y38ouoDTMlwk9x8_,,2025/06/13,甲斐田晴,堀江晶太,堀江晶太,堀江晶太,個人(ソロ),FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,72,,https://linkco.re/CS6MN2F7,,,,,,20,,,,,,,20,,,,,20,5,15,20,,6,0,20,16.66666667,100
オブリビオン,14,,,,https://youtu.be/0nyHpX1_Y88?si=1dDJs4w-LCCKvHzy,,2025/06/13,甲斐田晴,堀江晶太,堀江晶太,堀江晶太,個人(ソロ),FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,80,,https://linkco.re/CS6MN2F7,,,,,,20,,,,,,,25,,,,5,5,40,,5,,6,2,40,16.66666667,100
されど星の輝きを知る,15,,,,https://youtu.be/qnlGnVBSS6E?si=X9_jTIzonBvjU7NN,,2025/06/13,甲斐田晴,buzzG,buzzG,buzzG,個人(ソロ),FALSE,FALSE,FALSE,,,TRUE,,https://youtu.be/tG6h83PreFk?si=a-AvzSjXkxX8_zLr&t=650,,MAGIC3D,FALSE,122,,https://linkco.re/CS6MN2F7,,,,,,15,,,,,,10,10,,,,,,25,20,20,,6,1,25,16.66666667,100
独白,21,,,,https://youtu.be/V4BeK1gfEKk?si=XeouYvtQUHGFGxAB,,2025/06/13,甲斐田晴,シノダ,イガラシ,ヒトリエ,個人(ソロ),FALSE,FALSE,FALSE,,,TRUE,,https://youtu.be/tG6h83PreFk?si=jUDRlIHGn2ndZ55E&t=197,,MAGIC3D,FALSE,134,,https://linkco.re/CS6MN2F7,,,,,,,,,,,,,,5,35,25,25,,,,10,,5,3,35,20,100
エンドロールで待ってる,22,,,,https://youtu.be/56MSCi1vOHQ?si=4kayM4P_8Xfv2xcZ,,2025/06/13,甲斐田晴,TOKOTOKO,TOKOTOKO,TOKOTOKO,個人(ソロ),FALSE,FALSE,FALSE,,,TRUE,,https://youtu.be/tG6h83PreFk?si=3F-4bPDCdPXsDwMp&t=1,,MAGIC3D,FALSE,146,,https://linkco.re/CS6MN2F7,,,,,,,,,,35,20,30,,,,,,,,15,,,4,2,35,25,100
雷命,18,,,,https://youtu.be/HpDWe6BE0cw?si=s8Umo4FTk4GUbSNv,,2025/06/13,甲斐田晴,堀江晶太,三代,三代,個人(ソロ),FALSE,FALSE,TRUE,,SitR,TRUE,,https://www.youtube.com/live/daKnKRRoFTU?si=v6TYsQNgUH3RDHmC&t=3015,,,TRUE,148,,https://linkco.re/CS6MN2F7,,,,,25,,40,30,,,,,,,5,,,,,,,,4,3,40,25,100
声の旅,34,,,https://youtu.be/ES-AjY0a8UY?si=UbE2zJQZmXrkeu15,https://youtu.be/ES-AjY0a8UY?si=UbE2zJQZmXrkeu15,,2025/06/13,甲斐田晴,堀江晶太,堀江晶太,堀江晶太,個人(ソロ),TRUE,FALSE,FALSE,,,TRUE,,https://youtu.be/tG6h83PreFk?si=_V1Ubzvet_x6nVzG&t=1007,,MAGIC3D,FALSE,174,,https://linkco.re/CS6MN2F7,,,,,,,,20,,,,10,5,,,,,40,,15,10,,6,1,40,16.66666667,100
247LOVE,17,,,,https://youtu.be/31aG87oU98g?si=kDhvdYPzc_DckkpN,,2025/06/13,甲斐田晴,Nor,Nor,Nor,個人(ソロ),FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,174,,https://linkco.re/CS6MN2F7,,,,,,,,,,20,60,20,,,,,,,,,,,3,1,60,33.33333333,100
ブルーミソロジー,17,,,,https://youtu.be/luOuECtt1Z0?si=K4Qzx4aXmmqwtDXc,,2025/06/13,甲斐田晴,Ｈ△Ｇ（ハグ）,Ｈ△Ｇ（ハグ）,Ryo'LEFTY'Miyata,個人(ソロ),FALSE,FALSE,FALSE,,,TRUE,,https://youtu.be/tG6h83PreFk?si=jUDRlIHGn2ndZ55E&t=197,,MAGIC3D,FALSE,194,,https://linkco.re/CS6MN2F7,,,,,20,,,30,,,,25,,,20,,,,2.5,,2.5,,6,2,30,16.66666667,100
トマトは愛を解さない,19,,,,https://youtu.be/4k4qwBE0k1k?si=6lP2rCyfdmqKKx5I,,2025/06/13,甲斐田晴,タカハシヨウ（家の裏でマンボウが死んでるP）,タカハシヨウ（家の裏でマンボウが死んでるP）,堀江晶太,個人(ソロ),FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,200,,https://linkco.re/CS6MN2F7,,,,,20,,,5,20,,,,,,,,25,,,,,30,5,2,30,20,100
【Cover】ずうっといっしょ！,119,,,https://youtube.com/shorts/wYQZcnmGsLc?si=-Ss-IH3AyWveXklx,https://youtube.com/shorts/wYQZcnmGsLc?si=-Ss-IH3AyWveXklx,,2025/06/14,甲斐田晴,キタニタツヤ,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,135,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】オーバーライド,44,,,https://youtu.be/jZMD3DVzsRE?si=XzYYf9tvRbCTrPHI,https://youtu.be/jZMD3DVzsRE?si=XzYYf9tvRbCTrPHI,,2025/06/28,甲斐田晴,吉田夜世,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】いらないもの,44,,,https://youtu.be/KPVaIhT28PU?si=-CxdY_1odZ0KUdkP,https://youtu.be/KPVaIhT28PU?si=-CxdY_1odZ0KUdkP,,2025/07/27,甲斐田晴,キタニタツヤ×なとり,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】睡蓮花,,,,https://youtube.com/shorts/p5WCkpX_Ls0?si=2hzKyciEHla_ODPq,https://youtube.com/shorts/p5WCkpX_Ls0?si=2hzKyciEHla_ODPq,,2025/08/10,VΔLZ,湘南乃風,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】ビターバカンス,,,,https://youtube.com/shorts/lj5eVA3WVw0?si=4f-W-0aEZDnx3sqM,https://youtube.com/shorts/lj5eVA3WVw0?si=4f-W-0aEZDnx3sqM,,2025/08/12,VΔLZ,Mrs. GREEN APPLE,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
【Cover】シャカビーチ ～Laka Laka La～,,,,https://youtube.com/shorts/4aE-LuNq1w8?si=DIGFCy07fR2Xjr_a,https://youtube.com/shorts/4aE-LuNq1w8?si=DIGFCy07fR2Xjr_a,,2025/08/13,VΔLZ（甲斐田晴）,UVERworld,-,-,歌ってみたShorts,FALSE,FALSE,FALSE,,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0
